"Viewer Version","2.91"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"Product Type","Liquid Flow Sensor (SF06 Chip)"
"Product COM Protocol Config","SHDLC Device Address: 0"
"Product ID","0x03010101"
"Sensor Serial","0000313239354A51"
"I2C Address","33"
"Supply Voltage","3.5 V"
"Command Address","0x3608"
"Sampling Time [ms]","5"
"Scale Factor Flow lin.","60"
"Scale Factor Temp lin.","200"
"Scale Factor Custom","1"
"Sample #","Relative Time[s]","Flow linearized [Pa]","Temperature linearized [deg C]","Custom []"
"476304","2,380.4191","56.833","31.405","60.000"
"476305","2,380.4245","59.283","31.410","60.000"
"476306","2,380.4299","53.017","31.410","60.000"
"476307","2,380.4353","65.050","31.405","60.000"
"476308","2,380.4406","61.033","31.405","60.000"
"476309","2,380.4459","53.700","31.430","60.000"
"476310","2,380.4511","58.833","31.435","60.000"
"476311","2,380.4565","54.233","31.435","60.000"
"476312","2,380.4618","60.017","31.390","60.000"
"476313","2,380.4672","62.133","31.370","60.000"
"476314","2,380.4717","60.750","31.370","60.000"
"476315","2,380.4763","58.750","31.360","60.000"
"476316","2,380.4808","61.800","31.370","60.000"
"476317","2,380.4854","62.767","31.390","60.000"
"476318","2,380.4899","58.233","31.390","60.000"
"476319","2,380.4944","56.483","31.400","60.000"
"476320","2,380.4990","63.833","31.375","60.000"
"476321","2,380.5044","57.633","31.375","60.000"
"476322","2,380.5097","58.600","31.410","60.000"
"476323","2,380.5151","57.500","31.390","60.000"
"476324","2,380.5204","64.417","31.405","60.000"
"476325","2,380.5258","56.900","31.405","60.000"
"476326","2,380.5311","56.600","31.420","60.000"
"476327","2,380.5365","58.567","31.370","60.000"
"476328","2,380.5419","58.900","31.370","60.000"
"476329","2,380.5473","56.883","31.410","60.000"
"476330","2,380.5518","64.733","31.405","60.000"
"476331","2,380.5563","56.567","31.405","60.000"
"476332","2,380.5608","57.817","31.370","60.000"
"476333","2,380.5654","56.383","31.390","60.000"
"476334","2,380.5699","56.917","31.390","60.000"
"476335","2,380.5744","54.817","31.390","60.000"
"476336","2,380.5789","61.117","31.390","60.000"
"476337","2,380.5843","60.167","31.405","60.000"
"476338","2,380.5896","51.983","31.405","60.000"
